name,slug,featured,image,space_available,unit_price,measurement,owner,title,company,phone,email,address,state,city,zip_code,features,services,pallet_capacity,unit,labor_hours,approved,latitud-2,longitude-2
220 W Ahwanee Ave,220-w-ahwanee-ave,,,,0,20,,,Storage Services,1-408-734-4888,,220 W Ahwanee Ave,CA,Sunnyvale,94085-1408,,,0,,10,true,37.3978008,-122.0250528
221 Harris Ct,221-harris-ct,,,,0,20,,,"Taylor Freezers of Southern California, Inc.",1-650-837-9686,,221 Harris Ct,CA,South San Francisco,94080-6004,,,0,,10,true,37.6513081,-122.4029238
221 Tennent Ave,221-tennent-ave,,,,0,20,,,Secured Rv Storage,1-510-787-3309,,221 Tennent Ave,CA,Pinole,94564-1639,,,0,,10,true,38.011363,-122.294212
2219 Old Oakland Road,2219-old-oakland-road,,,,0,20,,,"Netflix, Inc.",1-408-399-3700,,2219 Old Oakland Road,CA,San Jose,95131-1402,,,0,,10,true,37.4007252,-121.9031327
222 San Pedro Ave,222-san-pedro-ave,,,,0,20,,,Smartstop Self Storage,1-408-776-3222,,222 San Pedro Ave,CA,Morgan Hill,95037-7812,,,0,,10,true,37.1227225,-121.6423921
2220 Livingston St Ste 200,2220-livingston-st-ste-200,,,,0,20,,,Cumulus Energy Storage Inc,1-925-377-6320,,2220 Livingston St Ste 200,CA,Oakland,94606-5216,,,0,,10,true,37.7813395,-122.2393987
2268 Westborough Boulevard,2268-westborough-boulevard,,,,0,20,,,Bethel Self Storage Park LLC,1-707-486-2045,,2268 Westborough Boulevard,CA,South San Francisco,94080-5435,,,0,,10,true,37.6452944,-122.4519874
2294 Vista Del Rio St,2294-vista-del-rio-st,,,,0,20,,,"Antioch Trailer Storage, Limited Liability Company",1-510-774-0659,,2294 Vista Del Rio St,CA,Crockett,94525-1044,,,0,,10,true,38.0540232,-122.2413097
2305 Chestnut St,2305-chestnut-st,,,,0,20,,,"Sierra Designs, Inc.",1-510-464-2941,,2305 Chestnut St,CA,Oakland,94607-2945,,,0,,10,true,37.8162448,-122.2828096
23119 Eichler St Ste G,23119-eichler-st-ste-g,,,,0,20,,,Schafer Bros. Transfer and Piano Movers,1-310-835-7231,,23119 Eichler St Ste G,CA,Hayward,94545-2795,,,0,,10,true,37.643617,-122.12722
232 S 1st,232-s-1st,,,,0,20,,,Taithan Corporation,1-510-741-9998,,232 S 1st,CA,Richmind,94804-2103,,,0,,10,true,37.9287818,-122.3686236
233 Sansome St Ste 705,233-sansome-st-ste-705,,,,0,20,,,"Foodpro Logistics, LLC",1-909-390-1214,,233 Sansome St Ste 705,CA,San Francisco,94104-2313,,,0,,10,true,37.7926014,-122.4012865
23385 Foley Street,23385-foley-street,,,,0,20,,,Sardo & Sons Warehousing Inc.,1-510-782-6547,,23385 Foley Street,CA,Hayward,94545-1618,,,0,,10,true,37.6421691,-122.1321124
234 Shoreline Hwy,234-shoreline-hwy,,,,0,20,,,Kaze Ltd,1-707-763-3001,,234 Shoreline Hwy,CA,Mill Valley,94941-3605,,,0,,10,true,37.8810355,-122.5240169
23475 Eichler St Bldg 8,23475-eichler-st-bldg-8,,,,0,20,,,"Iron Mountain Information Management, Inc.",1-510-785-5651,,23475 Eichler St Bldg 8,CA,Hayward,94545-2754,,,0,,10,true,37.641779,-122.125286
235 Pine St Ste 1150,235-pine-st-ste-1150,,,,0,20,,,Safe Storage USA,1-510-536-0616,,235 Pine St Ste 1150,CA,San Francisco,94104-2748,,,0,,10,true,37.7919329,-122.4003129
2351 Regina Court,2351-regina-court,,,,0,20,,,Blaylock Mover's,1-408-561-5324,,2351 Regina Court,CA,Santa Clara,95054-1342,,,0,,10,true,37.3960409,-121.9668405
23585 Connecticut St Ste,23585-connecticut-st-ste,,,,0,20,,,Karl & Marlen Fries,1-510-881-0113,,23585 Connecticut St Ste,CA,Hayward,94545-1641,,,0,,10,true,37.6408189,-122.1301603
236 Castro St,236-castro-st,,,,0,20,,,Diana Wang,1-650-969-6760,,236 Castro St,CA,Mountain View,94041-1204,,,0,,10,true,37.3934832,-122.0796389
236 N Santa Cruz Ave Ste 228,236-n-santa-cruz-ave-ste-228,,,,0,20,,,Facilitated Self Discovery,1-408-827-4461,,236 N Santa Cruz Ave Ste 228,CA,Los Gatos,95030-7244,,,0,,10,true,37.2267467,-121.9815278
2371 Princeton Dr,2371-princeton-dr,,,,0,20,,,"Ripple Fulfillment, LLC",1-650-580-9981,,2371 Princeton Dr,CA,San Bruno,94066-3844,,,0,,10,true,37.6184955,-122.433077
2391 West Winton Ave,2391-west-winton-ave,,,,0,20,,,Dhl Supply Chain (usa),1-510-784-7360,,2391 West Winton Ave,CA,Hayward,94545-1101,,,0,,10,true,37.6538489,-122.1375332
24 Bellam Blvd,24-bellam-blvd,,,,0,20,,,"Jan-Ran Enterprises, LLC",1-415-454-1983,,24 Bellam Blvd,CA,San Rafael,94901-5312,,,0,,10,true,37.9586503,-122.5064774
2400 Newport Dr,2400-newport-dr,,,,0,20,,,Discovery Bay Storage,1-925-634-0771,,2400 Newport Dr,CA,Byron,94505-9135,,,0,,10,true,37.8901116,-121.6154761
2411 W 10th St,2411-w-10th-st,,,,0,20,,,"Diablo Storage, LLC",1-925-754-1102,,2411 W 10th St,CA,Antioch,94509-1388,,,0,,10,true,38.0118003,-121.8365255
24154 Clawiter Rd,24154-clawiter-rd,,,,0,20,,,A1 Storage,1-510-782-8951,,24154 Clawiter Rd,CA,Hayward,94545-2214,,,0,,10,true,37.6447465,-122.1196564
24154 Clearwater Rd,24154-clearwater-rd,,,,0,20,,,A1 Mini Warehouses,1-510-782-8951,,24154 Clearwater Rd,CA,Hayward,94545-2214,,,0,,10,true,37.6063621,-122.1178261
2425 Monterey Boulevard,2425-monterey-boulevard,,,,0,20,,,Pause Meditation Pods,1-415-815-8098,,2425 Monterey Boulevard,CA,Oakland,94611-3345,,,0,,10,true,37.8191632,-122.2067195
2440 Newcomb Avenue,2440-newcomb-avenue,,,,0,20,,,By The Bay Storage,1-415-625-3002,,2440 Newcomb Avenue,CA,San Francisco,94124-1332,,,0,,10,true,37.7424755,-122.4016848
24700 Mission Blvd,24700-mission-blvd,,,,0,20,,,Aaaaa Rentaspace,1-510-581-6900,,24700 Mission Blvd,CA,Hayward,94544-1638,,,0,,10,true,37.6617069,-122.0736876
2487 Alum Rock Ave,2487-alum-rock-ave,,,,0,20,,,"Budget Storage, Inc.",1-408-929-0995,,2487 Alum Rock Ave,CA,San Jose,95116-2600,,,0,,10,true,37.3603946,-121.8402707
25087 Eden Ave,25087-eden-ave,,,,0,20,,,Checkerboard Square Warehouse,1-510-427-9057,,25087 Eden Ave,CA,Hayward,94545-2358,,,0,,10,true,37.6400086,-122.1154745
2515 Opalstone Terrace,2515-opalstone-terrace,,,,0,20,,,ALL AMERICAN STORAGE,1-415-499-8461,,2515 Opalstone Terrace,CA,San Rafael,94903-1308,,,0,,10,true,38.0348149,-122.5472395
2530 Zanker Rd,2530-zanker-rd,,,,0,20,,,Nvidia Corporation,1-408-486-2715,,2530 Zanker Rd,CA,San Jose,95131-1127,,,0,,10,true,37.3888632,-121.9226774
25817 Clawiter Rd,25817-clawiter-rd,,,,0,20,,,Ampac Services Inc.,1-916-388-7900,,25817 Clawiter Rd,CA,Hayward,94545-3217,,,0,,10,true,37.631799,-122.121148
2601 Thrasher Ln Ste 1,2601-thrasher-ln-ste-1,,,,0,20,,,Michael Zahares,1-408-978-7010,,2601 Thrasher Ln Ste 1,CA,San Jose,95125-4870,,,0,,10,true,37.27813,-121.8939483
2603 Camino Ramon Ste 200,2603-camino-ramon-ste-200,,,,0,20,,,"Ellis Storage, LLC",1-209-732-7000,,2603 Camino Ramon Ste 200,CA,San Ramon,94583-9137,,,0,,10,true,37.7682073,-121.9594308
2615 E 12th St,2615-e-12th-st,,,,0,20,,,Pacific Trading Ventures,1-510-536-0616,,2615 E 12th St,CA,Oakland,94601-1503,,,0,,10,true,37.7794245,-122.2333248
2615 E 12th Street,2615-e-12th-street,,,,0,20,,,Mystorage,1-510-500-9568,,2615 E 12th Street,CA,Oakland,94601-1503,,,0,,10,true,37.7794245,-122.2333248
26300 Corporate Ave,26300-corporate-ave,,,,0,20,,,Rmsi Warehouse,1-925-759-8818,,26300 Corporate Ave,CA,Hayward,94545-3912,,,0,,10,true,37.6288928,-122.1135699
2636 Judah St,2636-judah-st,,,,0,20,,,Postaldepot,1-415-759-5076,,2636 Judah St,CA,San Francisco,94122-1432,,,0,,10,true,37.7613055,-122.4904723
26557 Danti Ct,26557-danti-ct,,,,0,20,,,"Kawanishi Warehouse Co., Ltd.",1-650-635-2512,,26557 Danti Ct,CA,Hayward,94545-3917,,,0,,10,true,37.6215502,-122.1073582
2659 Castro Valley Blvd,2659-castro-valley-blvd,,,,0,20,,,Casita Sheds,1-510-537-7433,,2659 Castro Valley Blvd,CA,Castro Valley,94546-5409,,,0,,10,true,37.6937055,-122.0873174
2660 W Winton Ave,2660-w-winton-ave,,,,0,20,,,"Kuehne + Nagel, Inc.",1-510-785-555,,2660 W Winton Ave,CA,Hayward,94545-1108,,,0,,10,true,37.6508929,-122.1417615
268 Sonoma St,268-sonoma-st,,,,0,20,,,I C C Warehouse,1-408-295-9080,,268 Sonoma St,CA,San Jose,95110-2624,,,0,,10,true,37.327681,-121.8966081
2699 Bridle Ln,2699-bridle-ln,,,,0,20,,,Space Management Solution,1-925-932-8797,,2699 Bridle Ln,CA,Walnut Creek,94596-6539,,,0,,10,true,37.8696923,-122.0328906
2700 7th St,2700-7th-st,,,,0,20,,,"University of California, Berkeley",1-510-486-5151,,2700 7th St,CA,Berkeley,94710-2602,,,0,,10,true,37.85565,-122.294808
2714 Monument Ct,2714-monument-ct,,,,0,20,,,Monument Court Mini Storage,1-925-798-6464,,2714 Monument Ct,CA,Concord,94520-3144,,,0,,10,true,37.962157,-122.030478
2721 Shattuck Ave,2721-shattuck-ave,,,,0,20,,,Uc Storage,1-510-841-3241,,2721 Shattuck Ave,CA,Berkeley,94705-1008,,,0,,10,true,37.8596815,-122.2667623
2729 Debbie Ct,2729-debbie-ct,,,,0,20,,,"Imago Biosciences, Inc.",1-217-714-5202,,2729 Debbie Ct,CA,San Carlos,94070-4323,,,0,,10,true,37.4834648,-122.2656767
2743 San Pablo Ave,2743-san-pablo-ave,,,,0,20,,,Economy Self Storage,1-510-839-1889,,2743 San Pablo Ave,CA,Oakland,94612-1125,,,0,,10,true,37.818578,-122.276245
275 Willowbrook Dr,275-willowbrook-dr,,,,0,20,,,Shed Services Inc.,1-855-708-7433,,275 Willowbrook Dr,CA,Portola Valley,94028-7839,,,0,,10,true,37.3709104,-122.2190091
2750 Adeline St Ste D,2750-adeline-st-ste-d,,,,0,20,,,"Nexcut, LLC",1-877-876-3928,,2750 Adeline St Ste D,CA,Berkeley,94703-2279,,,0,,10,true,37.8585304,-122.2680916
2750 California Avenue,2750-california-avenue,,,,0,20,,,Storage Pro,1-925-231-0756,,2750 California Avenue,CA,Pittsburg,94565-4100,,,0,,10,true,38.0119928,-121.8523277
2750 Goodrick Ave,2750-goodrick-ave,,,,0,20,,,PERTEK INC,1-510-232-8313,,2750 Goodrick Ave,CA,Richmind,94801-1110,,,0,,10,true,37.972125,-122.363788
2793 Spring St,2793-spring-st,,,,0,20,,,Mini-Warehouse Company,1-650-364-6930,,2793 Spring St,CA,Redwood City,94063-3523,,,0,,10,true,37.4821568,-122.2061309
2801 Mckee Rd,2801-mckee-rd,,,,0,20,,,Mc Kee Road Mini Storage,1-408-926-9200,,2801 Mckee Rd,CA,San Jose,95127-1831,,,0,,10,true,37.372135,-121.841038
2801 Vicente St,2801-vicente-st,,,,0,20,,,M & S Central Warehouse,1-415-504-8188,,2801 Vicente St,CA,San Francisco,94116-2721,,,0,,10,true,37.7380892,-122.4973585
28301 Industrial Blvd,28301-industrial-blvd,,,,0,20,,,Christensen Herman & Sons,1-510-780-499,,28301 Industrial Blvd,CA,Hayward,94545-4429,,,0,,10,true,37.6181359,-122.0963932
284 Harbor Way,284-harbor-way,,,,0,20,,,B2 Express Inc,1-650-872-8988,,284 Harbor Way,CA,South San Francisco,94080-6816,,,0,,10,true,37.647458,-122.400678
28410 Hesperian Boulevard,28410-hesperian-boulevard,,,,0,20,,,Bailey Hayward Self Storage LP DBA Self,1-619-440-7867,,28410 Hesperian Boulevard,CA,Hayward,94545-4853,,,0,,10,true,37.618976,-122.088197
28500 Mission Blvd Apt 805,28500-mission-blvd-apt-805,,,,0,20,,,Luceros Ice Cold Air,1-510-460-5744,,28500 Mission Blvd Apt 805,CA,Hayward,94544,,,0,,10,true,37.6376619,-122.0537775
2851 Cutler Ave,2851-cutler-ave,,,,0,20,,,"Tikj, Inc",1-510-818-1715,,2851 Cutler Ave,CA,Fremont,94536-2545,,,0,,10,true,37.5737136,-122.0148163
28701 Hall Road,28701-hall-road,,,,0,20,,,"Macy's, Inc",1-510-887-7333,,28701 Hall Road,CA,Hayward,94545-5020,,,0,,10,true,37.6162562,-122.0856974
29303 Pacific Street,29303-pacific-street,,,,0,20,,,Norcal Tow Storage,1-510-537-9000,,29303 Pacific Street,CA,Hayward,94544-6017,,,0,,10,true,37.6285507,-122.0550658
29505 Pacific St,29505-pacific-st,,,,0,20,,,"Mobile Mini, Inc.",1-510-690-1940,,29505 Pacific St,CA,Hayward,94544-6021,,,0,,10,true,37.626855,-122.053774
300 A Avenue,300-a-avenue,,,,0,20,,,C F S Bobac Corp,1-510-748-3730,,300 A Avenue,CA,Alameda,94501-6429,,,0,,10,true,37.7652065,-122.2416355
300 Brannan Street,300-brannan-street,,,,0,20,,,Stack Storage,1-415-829-8108,,300 Brannan Street,CA,San Francisco,94107-1845,,,0,,10,true,37.7818188,-122.3925242
300 W Ohio Ave,300-w-ohio-ave,,,,0,20,,,Storage House,1-415-419-8472,,300 W Ohio Ave,CA,Richmind,94804-2035,,,0,,10,true,37.9306798,-122.3726735
3000 Citrus Cir Ste 111,3000-citrus-cir-ste-111,,,,0,20,,,California Farmers Market,1-925-465-4690,,3000 Citrus Cir Ste 111,CA,Walnut Creek,94598-2625,,,0,,10,true,37.929279,-122.014819
3012 Alvarado St,3012-alvarado-st,,,,0,20,,,"Dependable Highway Express, Inc.",1-510-357-2223,,3012 Alvarado St,CA,San Leandro,94577-5735,,,0,,10,true,37.7052071,-122.1491134
3012 Orthello Way,3012-orthello-way,,,,0,20,,,Storage Peripherals,1-408-985-9166,,3012 Orthello Way,CA,Santa Clara,95051-3758,,,0,,10,true,37.3480802,-121.9804802
30166 Industrial Pkwy Sw Ste 104,30166-industrial-pkwy-sw-ste-104,,,,0,20,,,Appliance Direct Services Inc.,1-614-290-2329,,30166 Industrial Pkwy Sw Ste 104,CA,Hayward,94544-6906,,,0,,10,true,,
303 Cutty Ct,303-cutty-ct,,,,0,20,,,Celtic Moving & Storage,1-650-355-2331,,303 Cutty Ct,CA,Pacifica,94044-1488,,,0,,10,true,37.6540683,-122.4880958
30311 Whipple Rd Bldg M,30311-whipple-rd-bldg-m,,,,0,20,,,"Thyssenkrupp Industrial Services Na, Inc.",1-510-675-9631,,30311 Whipple Rd Bldg M,CA,Union City,94587-1526,,,0,,10,true,37.6014696,-122.0878819
30321 Whipple Rd,30321-whipple-rd,,,,0,20,,,B.S.s Trucking Inc,1-510-471-3030,,30321 Whipple Rd,CA,Union City,94587-1526,,,0,,10,true,37.6014641,-122.0879831
30640 San Clemente St,30640-san-clemente-st,,,,0,20,,,Samuel Son & Co. Inc.,1-323-722-0300,,30640 San Clemente St,CA,Hayward,94544-7132,,,0,,10,true,37.6177519,-122.051872
30805 Santana St,30805-santana-st,,,,0,20,,,Kuehne + Nagel Inc.,1-510-477-2620,,30805 Santana St,CA,Hayward,94544-7030,,,0,,10,true,37.614365,-122.058058
30870 San Clemente St,30870-san-clemente-st,,,,0,20,,,"Servex, Inc.",1-510-429-2929,,30870 San Clemente St,CA,Hayward,94544-7135,,,0,,10,true,37.6157306,-122.0514964
3101 Valley Ave,3101-valley-ave,,,,0,20,,,"Cubesmart, L.P.",1-925-249-0004,,3101 Valley Ave,CA,Pleasanton,94566-4807,,,0,,10,true,37.672728,-121.8586216
315 Magnolia St,315-magnolia-st,,,,0,20,,,"Roadex Cargo Services, Inc.",1-650-243-3300,,315 Magnolia St,CA,Oakland,94607-1809,,,0,,10,true,37.8014919,-122.2903554
3160 W Bayshore,3160-w-bayshore,,,,0,20,,,"Datasafe, Inc.",1-650-875-3800,,3160 W Bayshore,CA,Palo Alto,94303-4042,,,0,,10,true,37.4383618,-122.113389
3176 Porter Dr,3176-porter-dr,,,,0,20,,,Lockheed Martin Corporation,1-408-742-4321,,3176 Porter Dr,CA,Palo Alto,94304-1212,,,0,,10,true,37.4071557,-122.1493244
320 Hillcrest Rd,320-hillcrest-rd,,,,0,20,,,Hollister Cold Storage Co,1-831-637-8800,,320 Hillcrest Rd,CA,Hollister,95023-5062,,,0,,10,true,36.8483095,-121.3918993
324 S Main St,324-s-main-st,,,,0,20,,,Central Self Storage,1-408-262-4000,,324 S Main St,CA,Milpitas,95035-5317,,,0,,10,true,37.424131,-121.9044
32920 Alvarado Niles Rd Ste 220,32920-alvarado-niles-rd-ste-220,,,,0,20,,,"Fulfillment Dynamics, LLC",1-510-324-3300,,32920 Alvarado Niles Rd Ste 220,CA,Union City,94587-8102,,,0,,10,true,37.5961736,-122.0465434
33 Lewis Rd,33-lewis-rd,,,,0,20,,,Caravan Rv Storage,1-408-225-2869,,33 Lewis Rd,CA,San Jose,95111-2157,,,0,,10,true,37.2912682,-121.8473432
33001-A Dowe Ave,33001-a-dowe-ave,,,,0,20,,,Pcs Logistics Corp,1-510-471-0100,,33001-A Dowe Ave,CA,Union City,94587-3164,,,0,,10,true,37.601065,-122.044596
3308 Valley Vista Rd,3308-valley-vista-rd,,,,0,20,,,PLATFORM ENERGY AND STORAGE LLC,1-925-322-3435,,3308 Valley Vista Rd,CA,Walnut Creek,94598-3944,,,0,,10,true,37.9215112,-122.0076213
33200 Dowe Ave,33200-dowe-ave,,,,0,20,,,"C.R. Laurence Co., Inc.",1-510-475-1000,,33200 Dowe Ave,CA,Union City,94587-2013,,,0,,10,true,37.5990486,-122.0427258
333 Franklin St Apt 3,333-franklin-st-apt-3,,,,0,20,,,"Rjmoving, LLC",1-650-808-7706,,333 Franklin St Apt 3,CA,Mountain View,94041-2807,,,0,,10,true,37.3927959,-122.0820357
33333 Lewis St,33333-lewis-st,,,,0,20,,,Yans International Inc,1-510-489-7999,,33333 Lewis St,CA,Union City,94587-2205,,,0,,10,true,37.5985059,-122.0309145
33400 Dowe Avenue,33400-dowe-avenue,,,,0,20,,,U.S.cold Storage of California,1-949-874-7925,,33400 Dowe Avenue,CA,Union City,94587-2038,,,0,,10,true,37.5949658,-122.0423706
336 12th St,336-12th-st,,,,0,20,,,Steve Szeto,1-510-268-1706,,336 12th St,CA,Oakland,94607-4218,,,0,,10,true,37.8019896,-122.2692393
336 Oyster Point Blvd,336-oyster-point-blvd,,,,0,20,,,Iron Mountain Incorporated,1-800-899-4766,,336 Oyster Point Blvd,CA,South San Francisco,94080-1912,,,0,,10,true,37.661493,-122.3860183
34015 7th St,34015-7th-st,,,,0,20,,,Shamrock Storage,1-510-324-8891,,34015 7th St,CA,Union City,94587-3610,,,0,,10,true,37.5957767,-122.0139502
3402 Enterprise Ave,3402-enterprise-ave,,,,0,20,,,AGR Warehouse Inc,1-510-785-5100,,3402 Enterprise Ave,CA,Hayward,94545-3202,,,0,,10,true,37.6326599,-122.1230617
342 Allerton Ave,342-allerton-ave,,,,0,20,,,Act2 Services,1-415-468-2220,,342 Allerton Ave,CA,South San Francisco,94080-4815,,,0,,10,true,37.6530767,-122.3903556
345 Shaw Rd,345-shaw-rd,,,,0,20,,,Allstore Center Self Storage,1-650-873-8020,,345 Shaw Rd,CA,South San Francisco,94080-6607,,,0,,10,true,37.6387331,-122.4060435
345 Towncentre Ter,345-towncentre-ter,,,,0,20,,,Brentwood Towncentre Self Storage,1-925-516-7070,,345 Towncentre Ter,CA,Brentwood,94513-2207,,,0,,10,true,37.9390418,-121.7025688
3510 Alpine Road,3510-alpine-road,,,,0,20,,,Boombox Storage,1-650-815-8328,,3510 Alpine Road,CA,Portola Valley,94028-7747,,,0,,10,true,37.3909927,-122.1915885
3525 Arden Rd,3525-arden-rd,,,,0,20,,,Zippy Shell Bay Area,1-510-789-0599,,3525 Arden Rd,CA,Hayward,94545-3909,,,0,,10,true,37.6237933,-122.114099
3526 Investment Boulevard,3526-investment-boulevard,,,,0,20,,,Fort Knox Storage,1-650-872-0100,,3526 Investment Boulevard,CA,Hayward,94545-3707,,,0,,10,true,37.6241757,-122.1204127
355 W Hedding St,355-w-hedding-st,,,,0,20,,,J D Mini Storage San Jose,1-408-293-7616,,355 W Hedding St,CA,San Jose,95110-1633,,,0,,10,true,37.3489985,-121.9125539
3550 Camino Tassajara,3550-camino-tassajara,,,,0,20,,,Danville Self Storage,1-925-736-1001,,3550 Camino Tassajara,CA,Danville,94506-4618,,,0,,10,true,37.7976839,-121.915729
35769 Dering Pl,35769-dering-pl,,,,0,20,,,GEORGES GENERAL STOR,1-510-366-2400,,35769 Dering Pl,CA,Fremont,94536-3414,,,0,,10,true,37.5699532,-122.0203233
3601 Junipero Serra Blvd,3601-junipero-serra-blvd,,,,0,20,,,"Extra Space Management, Inc.",1-650-994-4211,,3601 Junipero Serra Blvd,CA,Colma,94014-3214,,,0,,10,true,37.682396,-122.47025
364 Littlefield Ave,364-littlefield-ave,,,,0,20,,,All West Park Associates,1-650-589-6821,,364 Littlefield Ave,CA,South San Francisco,94080-6103,,,0,,10,true,37.6482009,-122.3944135
3701 Collins Ave Ste 6b,3701-collins-ave-ste-6b,,,,0,20,,,Agex Inc.,1-510-237-0097,,3701 Collins Ave Ste 6b,CA,San Pablo,94806-1713,,,0,,10,true,37.9816421,-122.3538816
3722 Old Santa Rita Rd,3722-old-santa-rita-rd,,,,0,20,,,Hacienda Self Storage,1-925-227-1010,,3722 Old Santa Rita Rd,CA,Pleasanton,94588-3457,,,0,,10,true,37.6973421,-121.8781391
373 S Claremont St,373-s-claremont-st,,,,0,20,,,"Squires & Corrie Slot Machines, Inc.",1-650-342-6737,,373 S Claremont St,CA,San Mateo,94401-3323,,,0,,10,true,37.566278,-122.3200301
37370 Birch St,37370-birch-st,,,,0,20,,,Newark Unified School District,1-510-818-4271,,37370 Birch St,CA,Newark,94560-4138,,,0,,10,true,37.5356351,-122.0242979
3744 St Francis Drive,3744-st-francis-drive,,,,0,20,,,"Stash It Storage, LLC",1-925-283-5093,,3744 St Francis Drive,CA,Lafayette,94549-3037,,,0,,10,true,37.9038085,-122.1333989
37555 Sycamore Street Ste 4,37555-sycamore-street-ste-4,,,,0,20,,,Material Handling & Storage Inc,1-510-505-7855,,37555 Sycamore Street Ste 4,CA,Newark,94560-3939,,,0,,10,true,37.525869,-122.0315806
38 Keyes Ave Ste 200,38-keyes-ave-ste-200,,,,0,20,,,"Vintrust, Inc.",1-877-846-8787,,38 Keyes Ave Ste 200,CA,San Francisco,94129-1769,,,0,,10,true,37.7995978,-122.4566758
3800 Narvaez Ave,3800-narvaez-ave,,,,0,20,,,ADRIAN'S ENTERPRISES,1-408-269-2338,,3800 Narvaez Ave,CA,San Jose,95136-1210,,,0,,10,true,37.2762465,-121.8601304
3800 Narvaez Ave,3800-narvaez-ave-2,,,,0,20,,,"Voicebase, Inc.",1-415-886-7799,,3800 Narvaez Ave,CA,San Jose,95136-1210,,,0,,10,true,37.2762465,-121.8601304
3939 Castro Valley Blvd,3939-castro-valley-blvd,,,,0,20,,,"Extra Space Management, Inc.",1-510-886-3000,,3939 Castro Valley Blvd,CA,Castro Valley,94546-6001,,,0,,10,true,37.6929309,-122.0665887
4 Orinda Way Ste 180c,4-orinda-way-ste-180c,,,,0,20,,,Jefferson Storage Partners LLC,1-925-969-1936,,4 Orinda Way Ste 180c,CA,Orinda,94563-2512,,,0,,10,true,37.8811802,-122.1847767
4000 Industrial Way,4000-industrial-way,,,,0,20,,,Cool Box Portable Storage,1-855-759-1022,,4000 Industrial Way,CA,Concord,94520-1289,,,0,,10,true,38.012812,-122.0338897
4004 Adeline St,4004-adeline-st,,,,0,20,,,CITY STORAGE EMERYVILLE,1-510-295-4100,,4004 Adeline St,CA,Emeryville,94608-3627,,,0,,10,true,37.8315779,-122.277706
401 Lesser Street,401-lesser-street,,,,0,20,,,"Waterside Warehousing, LLC",1-510-328-1944,,401 Lesser Street,CA,Oakland,94601-4901,,,0,,10,true,37.7629461,-122.2205178
4013 Wipple Rd,4013-wipple-rd,,,,0,20,,,"Genesis Logistics, Inc",1-510-476-0790,,4013 Wipple Rd,CA,Union City,94587-1521,,,0,,10,true,37.605713,-122.0854835
405 Industrial Rd,405-industrial-rd,,,,0,20,,,Jj Storage San Carlos,1-650-591-7000,,405 Industrial Rd,CA,San Carlos,94070-2605,,,0,,10,true,37.5129989,-122.2580555
4054 Pike Ln,4054-pike-ln,,,,0,20,,,John Crane Inc.,1-925-674-1330,,4054 Pike Ln,CA,Concord,94520-1227,,,0,,10,true,38.0120002,-122.0311447
40745 Encyclopedia Cir,40745-encyclopedia-cir,,,,0,20,,,"Home Depot U.S.A., Inc.",1-510-353-9370,,40745 Encyclopedia Cir,CA,Fremont,94538-2451,,,0,,10,true,37.514008,-121.9858054
4085 20th St,4085-20th-st,,,,0,20,,,The Storage Guys,1-415-647-3111,,4085 20th St,CA,San Francisco,94114-2910,,,0,,10,true,37.757612,-122.43188
4101 Dublin Boulevard,4101-dublin-boulevard,,,,0,20,,,All Star Movers & Storage LLC,1-844-770-7827,,4101 Dublin Boulevard,CA,Dublin,94568-4592,,,0,,10,true,37.7061392,-121.8738806
41049 Boyce Rd,41049-boyce-rd,,,,0,20,,,THE RK LOGISTICS GROUP INC,1-800-821-7770,,41049 Boyce Rd,CA,Fremont,94538,,,0,,10,true,37.511963,-121.9927703
41099 Boyce Road,41099-boyce-road,,,,0,20,,,Moishe's Mobile Storage,1-510-993-4250,,41099 Boyce Road,CA,Fremont,94538-2434,,,0,,10,true,37.5104612,-121.9919194
4174 Rennellwood Way,4174-rennellwood-way,,,,0,20,,,"My Storage Solution, LLC",1-925-899-4823,,4174 Rennellwood Way,CA,Pleasanton,94566-4724,,,0,,10,true,37.679453,-121.8705148
422 Preston Ct,422-preston-ct,,,,0,20,,,Rai,1-925-443-8111,,422 Preston Ct,CA,Livermore,94551-9679,,,0,,10,true,37.7007707,-121.736444
42285 Osgood Road,42285-osgood-road,,,,0,20,,,Speed Image USA,1-510-573-1998,,42285 Osgood Road,CA,Fremont,94539-5063,,,0,,10,true,37.5264845,-121.950955
425 Bel Marin Keys Blvd,425-bel-marin-keys-blvd,,,,0,20,,,Empire Storage Novato,1-415-883-3910,,425 Bel Marin Keys Blvd,CA,Novato,94949-5644,,,0,,10,true,38.0761614,-122.5373253
42816 Osgood Rd,42816-osgood-rd,,,,0,20,,,Lockaway Storage Inc,1-510-659-1588,,42816 Osgood Rd,CA,Fremont,94539-5627,,,0,,10,true,37.5242765,-121.947711
430 N Canal St Ste 20,430-n-canal-st-ste-20,,,,0,20,,,CAVALRY EMPIRE,1-650-588-8945,,430 N Canal St Ste 20,CA,South San Francisco,94080-4665,,,0,,10,true,37.6521722,-122.413936
43015 Osgood Rd,43015-osgood-rd,,,,0,20,,,ALL SEASONS STORAGE,1-510-656-9282,,43015 Osgood Rd,CA,Fremont,94539-5628,,,0,,10,true,37.522055,-121.948522
43015 Osgood Road,43015-osgood-road,,,,0,20,,,Storage Solutions Fremont,1-510-656-9282,,43015 Osgood Road,CA,Fremont,94539-5628,,,0,,10,true,37.522055,-121.948522
